Model,DPO2012
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,1e+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,PPS board#1,PPS board#2
TIME,CH1,CH2
-1.04728e-05,0.04,0.02
-1.04718e-05,0.04,0.02
-1.04708e-05,0.04,0.06
-1.04698e-05,0.04,0.06
-1.04688e-05,0.04,0.06
-1.04678e-05,0.04,0.06
-1.04668e-05,0.04,0.02
-1.04658e-05,0.08,0.02
-1.04648e-05,0.08,0.02
-1.04638e-05,0.08,0.02
-1.04628e-05,0.08,-0.02
-1.04618e-05,0.08,0.02
-1.04608e-05,0.04,0.06
-1.04598e-05,0.04,0.1
-1.04588e-05,0.04,0.06
-1.04578e-05,0.04,0.06
-1.04568e-05,0,0.06
-1.04558e-05,0.04,0.02
-1.04548e-05,0.04,0.02
-1.04538e-05,0.08,0.02
-1.04528e-05,0.08,0.02
-1.04518e-05,0.08,0.02
-1.04508e-05,0.08,0.02
-1.04498e-05,0.08,0.06
-1.04488e-05,0.04,0.06
-1.04478e-05,0.04,0.06
-1.04468e-05,0.04,0.06
-1.04458e-05,0.04,0.02
-1.04448e-05,0.04,0.02
-1.04438e-05,0.08,-0.02
-1.04428e-05,0.08,-0.02
-1.04418e-05,0.08,0.02
-1.04408e-05,0.08,0.02
-1.04398e-05,0.08,0.02
-1.04388e-05,0.04,0.02
-1.04378e-05,0.04,0.06
-1.04368e-05,0.04,0.06
-1.04358e-05,0.04,0.06
-1.04348e-05,0.04,0.02
-1.04338e-05,0.08,0.02
-1.04328e-05,0.08,-0.02
-1.04318e-05,0.08,-0.02
-1.04308e-05,0.08,-0.02
-1.04298e-05,0.08,0.02
-1.04288e-05,0.08,0.06
-1.04278e-05,0.04,0.06
-1.04268e-05,0.04,0.1
-1.04258e-05,0.04,0.06
-1.04248e-05,0.04,0.06
-1.04238e-05,0.04,0.02
-1.04228e-05,0.04,0.02
-1.04218e-05,0.04,-0.02
-1.04208e-05,0.04,0.02
-1.04198e-05,0.08,-0.02
-1.04188e-05,0.08,0.02
-1.04178e-05,0.08,0.06
-1.04168e-05,0.08,0.1
-1.04158e-05,0.04,0.06
-1.04148e-05,0.04,0.1
-1.04138e-05,0.04,0.06
-1.04128e-05,0,0.02
-1.04118e-05,0.04,0.02
-1.04108e-05,0.04,0.02
-1.04098e-05,0.08,0.02
-1.04088e-05,0.08,0.02
-1.04078e-05,0.12,0.02
-1.04068e-05,0.12,0.06
-1.04058e-05,0.08,0.1
-1.04048e-05,0.08,0.1
-1.04038e-05,0.04,0.06
-1.04028e-05,0,0.06
-1.04018e-05,0,0.02
-1.04008e-05,-0.04,-0.02
-1.03998e-05,0.04,-0.02
-1.03988e-05,0.08,-0.02
-1.03978e-05,0.12,0.02
-1.03968e-05,0.12,0.06
-1.03958e-05,0.12,0.06
-1.03948e-05,0.08,0.06
-1.03938e-05,0.04,0.06
-1.03928e-05,0,0.06
-1.03918e-05,0,0.02
-1.03908e-05,0,0.02
-1.03898e-05,0.04,-0.02
-1.03888e-05,0.08,-0.02
-1.03878e-05,0.12,0.02
-1.03868e-05,0.12,0.02
-1.03858e-05,0.12,0.06
-1.03848e-05,0.08,0.1
-1.03838e-05,0.08,0.06
-1.03828e-05,0,0.06
-1.03818e-05,0,0.06
-1.03808e-05,0,0.02
-1.03798e-05,0,0.02
-1.03788e-05,0.04,-0.02
-1.03778e-05,0.08,-0.02
-1.03768e-05,0.08,0.02
-1.03758e-05,0.12,0.02
-1.03748e-05,0.12,0.06
-1.03738e-05,0.08,0.06
-1.03728e-05,0.04,0.06
-1.03718e-05,0,0.06
-1.03708e-05,0,0.06
-1.03698e-05,0,0.02
-1.03688e-05,0.04,0.02
-1.03678e-05,0.04,0.02
-1.03668e-05,0.04,0.02
-1.03658e-05,0.08,0.02
-1.03648e-05,0.08,0.02
-1.03638e-05,0.08,0.02
-1.03628e-05,0.08,0.02
-1.03618e-05,0.04,0.06
-1.03608e-05,0.04,0.06
-1.03598e-05,0.04,0.06
-1.03588e-05,0.04,0.02
-1.03578e-05,0.08,0.02
-1.03568e-05,0.08,0.02
-1.03558e-05,0.08,0.02
-1.03548e-05,0.08,0.02
-1.03538e-05,0.08,0.02
-1.03528e-05,0.08,0.02
-1.03518e-05,0.08,0.06
-1.03508e-05,0.08,0.06
-1.03498e-05,0.08,0.06
-1.03488e-05,0.04,0.06
-1.03478e-05,0.08,0.02
-1.03468e-05,0.04,0.02
-1.03458e-05,0.04,0.02
-1.03448e-05,0.04,0.02
-1.03438e-05,0.08,0.02
-1.03428e-05,0.08,0.02
-1.03418e-05,0.08,0.02
-1.03408e-05,0.08,0.02
-1.03398e-05,0.12,0.06
-1.03388e-05,0.04,0.06
-1.03378e-05,0.04,0.06
-1.03368e-05,0.04,0.06
-1.03358e-05,0.04,0.06
-1.03348e-05,0.04,0.02
-1.03338e-05,0.04,0.02
-1.03328e-05,0.08,0.02
-1.03318e-05,0.08,0.02
-1.03308e-05,0.08,0.02
-1.03298e-05,0.08,0.02
-1.03288e-05,0.08,0.06
-1.03278e-05,0.04,0.06
-1.03268e-05,0.04,0.06
-1.03258e-05,0,0.06
-1.03248e-05,0.04,0.02
-1.03238e-05,0.04,0.02
-1.03228e-05,0.04,0.02
-1.03218e-05,0.08,-0.02
-1.03208e-05,0.08,0.02
-1.03198e-05,0.12,0.02
-1.03188e-05,0.08,0.02
-1.03178e-05,0.08,0.06
-1.03168e-05,0.04,0.06
-1.03158e-05,0.04,0.06
-1.03148e-05,0.04,0.06
-1.03138e-05,0.04,0.02
-1.03128e-05,0.04,0.02
-1.03118e-05,0.04,-0.02
-1.03108e-05,0.04,-0.02
-1.03098e-05,0.08,0.02
-1.03088e-05,0.08,0.06
-1.03078e-05,0.08,0.06
-1.03068e-05,0.04,0.06
-1.03058e-05,0.04,0.06
-1.03048e-05,0.04,0.06
-1.03038e-05,0.04,0.06
-1.03028e-05,0.04,0.02
-1.03018e-05,0.04,-0.02
-1.03008e-05,0.04,-0.02
-1.02998e-05,0.08,-0.02
-1.02988e-05,0.08,0.02
-1.02978e-05,0.12,0.06
-1.02968e-05,0.08,0.06
-1.02958e-05,0.08,0.06
-1.02948e-05,0.04,0.06
-1.02938e-05,0.04,0.06
-1.02928e-05,0.04,0.02
-1.02918e-05,0.04,0.02
-1.02908e-05,0.04,0.02
-1.02898e-05,0.08,0.02
-1.02888e-05,0.08,0.02
-1.02878e-05,0.12,0.06
-1.02868e-05,0.08,0.06
-1.02858e-05,0.08,0.06
-1.02848e-05,0.04,0.06
-1.02838e-05,0.04,0.06
-1.02828e-05,0,0.06
-1.02818e-05,0,0.02
-1.02808e-05,0,0.02
-1.02798e-05,0.08,0.02
-1.02788e-05,0.08,0.02
-1.02778e-05,0.12,0.02
-1.02768e-05,0.12,0.06
-1.02758e-05,0.08,0.02
-1.02748e-05,0.04,0.02
-1.02738e-05,0.04,0.02
-1.02728e-05,0,0.02
-1.02718e-05,0.04,0.02
-1.02708e-05,0,0.02
-1.02698e-05,0.04,0.06
-1.02688e-05,0.08,0.06
-1.02678e-05,0.12,0.02
-1.02668e-05,0.12,0.02
-1.02658e-05,0.08,0.02
-1.02648e-05,0.04,0.02
-1.02638e-05,0.04,0.02
-1.02628e-05,0,0.02
-1.02618e-05,0,0.02
-1.02608e-05,0.04,0.06
-1.02598e-05,0.08,0.06
-1.02588e-05,0.12,0.06
-1.02578e-05,0.12,0.06
-1.02568e-05,0.12,0.02
-1.02558e-05,0.08,0.02
-1.02548e-05,0.04,0.02
-1.02538e-05,0,-0.02
-1.02528e-05,0,-0.02
-1.02518e-05,0.04,-0.02
-1.02508e-05,0.04,0.02
-1.02498e-05,0.08,0.06
-1.02488e-05,0.08,0.06
-1.02478e-05,0.12,0.06
-1.02468e-05,0.08,0.06
-1.02458e-05,0.08,0.02
-1.02448e-05,0,0.02
-1.02438e-05,0,-0.02
-1.02428e-05,0,-0.02
-1.02418e-05,0.04,-0.02
-1.02408e-05,0.04,0.02
-1.02398e-05,0.08,0.06
-1.02388e-05,0.08,0.06
-1.02378e-05,0.08,0.06
-1.02368e-05,0.08,0.06
-1.02358e-05,0.04,0.02
-1.02348e-05,0.04,0.02
-1.02338e-05,0.04,-0.02
-1.02328e-05,0.04,-0.02
-1.02318e-05,0.04,-0.02
-1.02308e-05,0.08,0.02
-1.02298e-05,0.12,0.02
-1.02288e-05,0.12,0.06
-1.02278e-05,0.08,0.06
-1.02268e-05,0.04,0.1
-1.02258e-05,0.04,0.06
-1.02248e-05,0,0.02
-1.02238e-05,0,0.02
-1.02228e-05,0,0.02
-1.02218e-05,0.04,-0.02
-1.02208e-05,0.08,0.02
-1.02198e-05,0.08,0.02
-1.02188e-05,0.08,0.06
-1.02178e-05,0.08,0.06
-1.02168e-05,0.04,0.06
-1.02158e-05,0.04,0.06
-1.02148e-05,0.04,0.02
-1.02138e-05,0.04,0.02
-1.02128e-05,0.04,-0.02
-1.02118e-05,0.08,0.02
-1.02108e-05,0.08,-0.02
-1.02098e-05,0.08,0.02
-1.02088e-05,0.08,0.06
-1.02078e-05,0.04,0.02
-1.02068e-05,0.04,0.06
-1.02058e-05,0.04,0.06
-1.02048e-05,0.04,0.06
-1.02038e-05,0.08,0.06
-1.02028e-05,0.08,0.02
-1.02018e-05,0.08,0.02
-1.02008e-05,0.08,0.02
-1.01998e-05,0.08,0.02
-1.01988e-05,0.04,0.02
-1.01978e-05,0.04,0.02
-1.01968e-05,0.04,0.06
-1.01958e-05,0.04,0.06
-1.01948e-05,0.04,0.06
-1.01938e-05,0.08,0.06
-1.01928e-05,0.08,0.06
-1.01918e-05,0.08,0.02
-1.01908e-05,0.08,0.02
-1.01898e-05,0.04,0.02
-1.01888e-05,0.04,0.02
-1.01878e-05,0.04,0.02
-1.01868e-05,0.04,0.02
-1.01858e-05,0.04,0.02
-1.01848e-05,0.08,0.06
-1.01838e-05,0.08,0.06
-1.01828e-05,0.08,0.06
-1.01818e-05,0.08,0.06
-1.01808e-05,0.08,0.06
-1.01798e-05,0.04,0.02
-1.01788e-05,0,0.02
-1.01778e-05,0,0.02
-1.01768e-05,0,0.02
-1.01758e-05,0.04,0.02
-1.01748e-05,0.08,0.06
-1.01738e-05,0.08,0.06
-1.01728e-05,0.08,0.06
-1.01718e-05,0.08,0.06
-1.01708e-05,0.04,0.06
-1.01698e-05,0.04,0.02
-1.01688e-05,0.04,0.02
-1.01678e-05,0.04,0.02
-1.01668e-05,0.04,0.02
-1.01658e-05,0.04,0.02
-1.01648e-05,0.08,0.06
-1.01638e-05,0.12,0.06
-1.01628e-05,0.08,0.06
-1.01618e-05,0.08,0.06
-1.01608e-05,0.04,0.06
-1.01598e-05,0.04,0.02
-1.01588e-05,0.04,0.02
-1.01578e-05,0.04,0.02
-1.01568e-05,0.04,0.02
-1.01558e-05,0.04,0.02
-1.01548e-05,0.08,0.02
-1.01538e-05,0.08,0.02
-1.01528e-05,0.08,0.06
-1.01518e-05,0.08,0.02
-1.01508e-05,0.08,0.02
-1.01498e-05,0.08,0.02
-1.01488e-05,0.04,0.02
-1.01478e-05,0.04,0.02
-1.01468e-05,0.04,0.02
-1.01458e-05,0.04,0.02
-1.01448e-05,0.04,0.02
-1.01438e-05,0.08,0.02
-1.01428e-05,0.04,0.02
-1.01418e-05,0.08,0.02
-1.01408e-05,0.08,0.02
-1.01398e-05,0.08,0.02
-1.01388e-05,0.04,0.06
-1.01378e-05,0.04,0.06
-1.01368e-05,0.08,0.06
-1.01358e-05,0.04,0.06
-1.01348e-05,0.04,0.02
-1.01338e-05,0.04,0.02
-1.01328e-05,0.04,0.02
-1.01318e-05,0.08,0.02
-1.01308e-05,0.08,0.02
-1.01298e-05,0.12,0.02
-1.01288e-05,0.12,0.06
-1.01278e-05,0.12,0.06
-1.01268e-05,0.08,0.06
-1.01258e-05,0.04,0.06
-1.01248e-05,0,0.06
-1.01238e-05,0,0.02
-1.01228e-05,0,-0.02
-1.01218e-05,0.04,-0.02
-1.01208e-05,0.08,0.02
-1.01198e-05,0.12,0.02
-1.01188e-05,0.12,0.06
-1.01178e-05,0.12,0.06
-1.01168e-05,0.04,0.06
-1.01158e-05,0.04,0.06
-1.01148e-05,0,0.06
-1.01138e-05,0,0.02
-1.01128e-05,0,0.02
-1.01118e-05,0.04,0.02
-1.01108e-05,0.08,0.02
-1.01098e-05,0.12,0.02
-1.01088e-05,0.12,0.06
-1.01078e-05,0.12,0.06
-1.01068e-05,0.08,0.06
-1.01058e-05,0.04,0.06
-1.01048e-05,0,0.06
-1.01038e-05,0,0.02
-1.01028e-05,0,0.02
-1.01018e-05,0.04,0.02
-1.01008e-05,0.08,0.02
-1.00998e-05,0.12,0.02
-1.00988e-05,0.16,0.06
-1.00978e-05,0.12,0.06
-1.00968e-05,0.08,0.06
-1.00958e-05,0.04,0.06
-1.00948e-05,0,0.06
-1.00938e-05,0,0.02
-1.00928e-05,0,0.02
-1.00918e-05,0.08,0.02
-1.00908e-05,0.08,0.02
-1.00898e-05,0.12,0.02
-1.00888e-05,0.12,0.06
-1.00878e-05,0.12,0.02
-1.00868e-05,0.08,0.06
-1.00858e-05,0.04,0.02
-1.00848e-05,0,0.02
-1.00838e-05,-0.04,0.02
-1.00828e-05,0,0.02
-1.00818e-05,0.04,0.02
-1.00808e-05,0.08,0.02
-1.00798e-05,0.12,0.06
-1.00788e-05,0.08,0.02
-1.00778e-05,0.12,0.02
-1.00768e-05,0.04,0.02
-1.00758e-05,0.04,0.02
-1.00748e-05,0,0.02
-1.00738e-05,0,0.02
-1.00728e-05,0.04,0.02
-1.00718e-05,0.04,0.06
-1.00708e-05,0.08,0.06
-1.00698e-05,0.12,0.06
-1.00688e-05,0.12,0.06
-1.00678e-05,0.12,0.02
-1.00668e-05,0.08,0.02
-1.00658e-05,0.04,0.02
-1.00648e-05,0.04,-0.02
-1.00638e-05,0.04,-0.02
-1.00628e-05,0.04,0.02
-1.00618e-05,0.08,0.06
-1.00608e-05,0.08,0.1
-1.00598e-05,0.12,0.1
-1.00588e-05,0.08,0.06
-1.00578e-05,0.08,0.06
-1.00568e-05,0.04,0.02
-1.00558e-05,0.04,-0.02
-1.00548e-05,0.04,0.02
-1.00538e-05,0.04,-0.02
-1.00528e-05,0.08,0.02
-1.00518e-05,0.04,0.02
-1.00508e-05,0.04,0.1
-1.00498e-05,0.08,0.1
-1.00488e-05,0.04,0.1
-1.00478e-05,0.08,0.06
-1.00468e-05,0.08,0.02
-1.00458e-05,0.08,0.02
-1.00448e-05,0.08,0.02
-1.00438e-05,0.08,0.02
-1.00428e-05,0.08,0.02
-1.00418e-05,0.08,0.02
-1.00408e-05,0.08,0.06
-1.00398e-05,0.08,0.1
-1.00388e-05,0.04,0.06
-1.00378e-05,0.04,0.06
-1.00368e-05,0.04,0.06
-1.00358e-05,0.08,0.02
-1.00348e-05,0.08,0.02
-1.00338e-05,0.08,0.02
-1.00328e-05,0.08,0.02
-1.00318e-05,0.08,0.02
-1.00308e-05,0.04,0.06
-1.00298e-05,0.04,0.06
-1.00288e-05,0.04,0.06
-1.00278e-05,0.04,0.1
-1.00268e-05,0.04,0.06
-1.00258e-05,0.08,0.06
-1.00248e-05,0.08,0.02
-1.00238e-05,0.12,0.02
-1.00228e-05,0.08,0.02
-1.00218e-05,0.08,0.02
-1.00208e-05,0.04,0.02
-1.00198e-05,0.04,0.06
-1.00188e-05,0.04,0.06
-1.00178e-05,0.04,0.06
-1.00168e-05,0.04,0.06
-1.00158e-05,0.08,0.06
-1.00148e-05,0.08,0.06
-1.00138e-05,0.08,0.02
-1.00128e-05,0.08,0.02
-1.00118e-05,0.12,0.02
-1.00108e-05,0.08,0.02
-1.00098e-05,0.08,0.02
-1.00088e-05,0.04,0.06
-1.00078e-05,0.08,0.02
-1.00068e-05,0.04,0.06
-1.00058e-05,0.08,0.06
-1.00048e-05,0.08,0.06
-1.00038e-05,0.08,0.02
-1.00028e-05,0.08,0.02
-1.00018e-05,0.04,0.02
-1.00008e-05,0.04,0.02
-9.99981e-06,0.04,0.02
-9.99881e-06,0.04,0.06
-9.99781e-06,0.04,0.06
-9.99681e-06,0.04,0.06
-9.99581e-06,0.04,0.06
-9.99481e-06,0.04,0.06
-9.99381e-06,0.04,0.02
-9.99281e-06,0.08,0.02
-9.99181e-06,0.08,0.02
-9.99081e-06,0.08,0.02
-9.98981e-06,0.08,0.02
-9.98881e-06,0.04,0.02
-9.98781e-06,0.04,0.02
-9.98681e-06,0.04,0.06
-9.98581e-06,0.04,0.02
-9.98481e-06,0.04,0.06
-9.98381e-06,0.04,0.06
-9.98281e-06,0.08,0.06
-9.98181e-06,0.08,0.06
-9.98081e-06,0.08,0.02
-9.97981e-06,0.08,0.02
-9.97881e-06,0.08,0.02
-9.97781e-06,0.08,0.02
-9.97681e-06,0.04,0.02
-9.97581e-06,0.04,0.02
-9.97481e-06,0.04,0.02
-9.97381e-06,0.04,0.02
-9.97281e-06,0.04,0.06
-9.97181e-06,0.08,0.06
-9.97081e-06,0.08,0.06
-9.96981e-06,0.08,0.06
-9.96881e-06,0.08,0.06
-9.96781e-06,0.04,0.06
-9.96681e-06,0,0.02
-9.96581e-06,0,0.02
-9.96481e-06,0,0.06
-9.96381e-06,0.04,0.06
-9.96281e-06,0.04,0.06
-9.96181e-06,0.08,0.06
-9.96081e-06,0.08,0.06
-9.95981e-06,0.08,0.06
-9.95881e-06,0.08,0.06
-9.95781e-06,0.04,0.02
-9.95681e-06,0.04,0.02
-9.95581e-06,0.04,0.02
-9.95481e-06,0.04,0.02
-9.95381e-06,0.08,0.02
-9.95281e-06,0.08,0.06
-9.95181e-06,0.12,0.06
-9.95081e-06,0.08,0.06
-9.94981e-06,0.08,0.06
-9.94881e-06,0.08,0.06
-9.94781e-06,0.08,0.02
-9.94681e-06,0.04,0.02
-9.94581e-06,0.04,0.02
-9.94481e-06,0.04,0.02
-9.94381e-06,0.04,0.02
-9.94281e-06,0.08,0.06
-9.94181e-06,0.08,0.06
-9.94081e-06,0.08,0.06
-9.93981e-06,0.04,0.02
-9.93881e-06,0.08,0.02
-9.93781e-06,0.04,0.02
-9.93681e-06,0.04,0.02
-9.93581e-06,0.04,0.02
-9.93481e-06,0.04,0.02
-9.93381e-06,0.08,0.02
-9.93281e-06,0.08,0.06
-9.93181e-06,0.08,0.06
-9.93081e-06,0.04,0.06
-9.92981e-06,0.08,0.02
-9.92881e-06,0.04,0.06
-9.92781e-06,0.04,0.02
-9.92681e-06,0.04,0.02
-9.92581e-06,0.04,0.02
-9.92481e-06,0.04,0.02
-9.92381e-06,0.08,0.02
-9.92281e-06,0.08,0.06
-9.92181e-06,0.04,0.06
-9.92081e-06,0.04,0.06
-9.91981e-06,0,0.06
-9.91881e-06,0.04,0.06
-9.91781e-06,0.04,0.02
-9.91681e-06,0.04,0.02
-9.91581e-06,0.08,-0.02
-9.91481e-06,0.08,0.02
-9.91381e-06,0.08,0.02
-9.91281e-06,0.12,0.02
-9.91181e-06,0.08,0.02
-9.91081e-06,0.08,0.06
-9.90981e-06,0.04,0.06
-9.90881e-06,0.04,0.06
-9.90781e-06,0.04,0.06
-9.90681e-06,0.04,0.06
-9.90581e-06,0.08,0.02
-9.90481e-06,0.08,0.02
-9.90381e-06,0.08,0.02
-9.90281e-06,0.08,0.06
-9.90181e-06,0.12,0.06
-9.90081e-06,0.08,0.06
-9.89981e-06,0.08,0.06
-9.89881e-06,0.04,0.06
-9.89781e-06,0.04,0.06
-9.89681e-06,0,0.02
-9.89581e-06,0.04,0.06
-9.89481e-06,0.04,0.06
-9.89381e-06,0.04,0.02
-9.89281e-06,0.08,0.02
-9.89181e-06,0.08,0.02
-9.89081e-06,0.08,0.02
-9.88981e-06,0.08,0.06
-9.88881e-06,0.08,0.06
-9.88781e-06,0.08,0.06
-9.88681e-06,0.04,0.02
-9.88581e-06,0.04,0.02
-9.88481e-06,0.04,0.02
-9.88381e-06,0.04,0.02
-9.88281e-06,0.04,-0.02
-9.88181e-06,0.08,-0.02
-9.88081e-06,0.08,0.02
-9.87981e-06,0.12,0.02
-9.87881e-06,0.08,0.06
-9.87781e-06,0.08,0.06
-9.87681e-06,0.04,0.06
-9.87581e-06,0,0.06
-9.87481e-06,0,0.02
-9.87381e-06,0,-0.02
-9.87281e-06,0.04,-0.02
-9.87181e-06,0.08,0.02
-9.87081e-06,0.12,0.02
-9.86981e-06,0.12,0.06
-9.86881e-06,0.12,0.06
-9.86781e-06,0.08,0.06
-9.86681e-06,0.04,0.06
-9.86581e-06,0,0.02
-9.86481e-06,0,0.02
-9.86381e-06,0,0.02
-9.86281e-06,0.04,0.02
-9.86181e-06,0.08,-0.02
-9.86081e-06,0.12,0.02
-9.85981e-06,0.12,0.02
-9.85881e-06,0.16,0.02
-9.85781e-06,0.12,0.06
-9.85681e-06,0.08,0.02
-9.85581e-06,0,0.02
-9.85481e-06,-0.04,0.02
-9.85381e-06,-0.04,0.02
-9.85281e-06,0,0.02
-9.85181e-06,0.04,0.02
-9.85081e-06,0.08,0.02
-9.84981e-06,0.12,0.02
-9.84881e-06,0.12,0.06
-9.84781e-06,0.12,0.06
-9.84681e-06,0.04,0.06
-9.84581e-06,0.04,0.02
-9.84481e-06,0,0.02
-9.84381e-06,0,0.02
-9.84281e-06,0,0.02
-9.84181e-06,0.04,0.02
-9.84081e-06,0.08,0.02
-9.83981e-06,0.08,0.06
-9.83881e-06,0.08,0.02
-9.83781e-06,0.08,0.06
-9.83681e-06,0.08,0.02
-9.83581e-06,0.04,0.02
-9.83481e-06,0.04,0.02
-9.83381e-06,0.04,0.06
-9.83281e-06,0.04,0.02
-9.83181e-06,0.04,0.06
-9.83081e-06,0.04,0.06
-9.82981e-06,0.08,0.06
-9.82881e-06,0.08,0.02
-9.82781e-06,0.08,0.02
-9.82681e-06,0.08,0.02
-9.82581e-06,0.04,0.02
-9.82481e-06,0.04,0.02
-9.82381e-06,0.08,0.06
-9.82281e-06,0.08,0.06
-9.82181e-06,0.08,0.06
-9.82081e-06,0.08,0.06
-9.81981e-06,0.04,0.06
-9.81881e-06,0.04,0.02
-9.81781e-06,0.04,0.02
-9.81681e-06,0.04,0.02
-9.81581e-06,0.08,0.02
-9.81481e-06,0.08,0.02
-9.81381e-06,0.08,0.06
-9.81281e-06,0.08,0.06
-9.81181e-06,0.04,0.1
-9.81081e-06,0.04,0.1
-9.80981e-06,0,0.06
-9.80881e-06,0,0.02
-9.80781e-06,0,0.02
-9.80681e-06,0,-0.02
-9.80581e-06,0.04,0.02
-9.80481e-06,0.12,0.02
-9.80381e-06,0.12,0.06
-9.80281e-06,0.12,0.1
-9.80181e-06,0.08,0.1
-9.80081e-06,0.04,0.06
-9.79981e-06,0,0.06
-9.79881e-06,-0.04,0.02
-9.79781e-06,0,0.02
-9.79681e-06,0.04,-0.02
-9.79581e-06,0.08,-0.02
-9.79481e-06,0.12,0.02
-9.79381e-06,0.12,0.06
-9.79281e-06,0.12,0.06
-9.79181e-06,0.08,0.1
-9.79081e-06,0.04,0.06
-9.78981e-06,0,0.06
-9.78881e-06,-0.04,0.02
-9.78781e-06,-0.04,-0.02
-9.78681e-06,0,0.02
-9.78581e-06,0.08,0.02
-9.78481e-06,0.12,0.02
-9.78381e-06,0.12,0.06
-9.78281e-06,0.12,0.06
-9.78181e-06,0.08,0.06
-9.78081e-06,0.04,0.06
-9.77981e-06,0.04,0.06
-9.77881e-06,0,0.06
-9.77781e-06,0,0.02
-9.77681e-06,0,0.02
-9.77581e-06,0.08,0.02
-9.77481e-06,0.08,0.02
-9.77381e-06,0.12,0.02
-9.77281e-06,0.12,0.06
-9.77181e-06,0.08,0.02
-9.77081e-06,0.08,0.06
-9.76981e-06,0.04,0.06
-9.76881e-06,0,0.02
-9.76781e-06,0,0.02
-9.76681e-06,0,0.02
-9.76581e-06,0.04,0.02
-9.76481e-06,0.08,0.02
-9.76381e-06,0.08,0.02
-9.76281e-06,0.08,0.02
-9.76181e-06,0.08,0.02
-9.76081e-06,0.08,0.06
-9.75981e-06,0.04,0.06
-9.75881e-06,0.04,0.06
-9.75781e-06,0.04,0.02
-9.75681e-06,0.04,0.06
-9.75581e-06,0.04,0.06
-9.75481e-06,0.04,0.02
-9.75381e-06,0.08,0.02
-9.75281e-06,0.04,0.02
-9.75181e-06,0.08,0.02
-9.75081e-06,0.08,0.02
-9.74981e-06,0.08,0.06
-9.74881e-06,0.04,0.06
-9.74781e-06,0.08,0.06
-9.74681e-06,0.04,0.06
-9.74581e-06,0.04,0.06
-9.74481e-06,0.04,0.02
-9.74381e-06,0.04,0.02
-9.74281e-06,0.04,0.02
-9.74181e-06,0.08,0.02
-9.74081e-06,0.08,0.02
-9.73981e-06,0.08,0.02
-9.73881e-06,0.08,0.02
-9.73781e-06,0.08,0.06
-9.73681e-06,0.08,0.06
-9.73581e-06,0.04,0.06
-9.73481e-06,0.04,0.06
-9.73381e-06,0.04,0.02
-9.73281e-06,0.04,0.02
-9.73181e-06,0.04,0.02
-9.73081e-06,0.04,0.02
-9.72981e-06,0.08,0.02
-9.72881e-06,0.08,0.06
-9.72781e-06,0.08,0.02
-9.72681e-06,0.08,0.06
-9.72581e-06,0.04,0.02
-9.72481e-06,0.04,0.02
-9.72381e-06,0,0.02
-9.72281e-06,0.04,0.02
-9.72181e-06,0.08,0.02
-9.72081e-06,0.08,0.02
-9.71981e-06,0.08,0.02
-9.71881e-06,0.08,0.06
-9.71781e-06,0.08,0.06
-9.71681e-06,0.04,0.06
-9.71581e-06,0.04,0.06
-9.71481e-06,0.04,0.06
-9.71381e-06,0.04,0.02
-9.71281e-06,0.08,0.02
-9.71181e-06,0.08,0.02
-9.71081e-06,0.08,0.06
-9.70981e-06,0.08,0.02
-9.70881e-06,0.08,0.06
-9.70781e-06,0.04,0.02
-9.70681e-06,0.04,0.02
-9.70581e-06,0.04,0.02
-9.70481e-06,0.04,0.02
-9.70381e-06,0.08,0.02
-9.70281e-06,0.08,0.06
-9.70181e-06,0.08,0.06
-9.70081e-06,0.12,0.06
-9.69981e-06,0.08,0.06
-9.69881e-06,0.04,0.06
-9.69781e-06,0.04,0.02
-9.69681e-06,0,0.02
-9.69581e-06,0.04,0.02
-9.69481e-06,0.04,0.02
-9.69381e-06,0.08,0.02
-9.69281e-06,0.12,0.02
-9.69181e-06,0.12,0.02
-9.69081e-06,0.12,0.06
-9.68981e-06,0.12,0.1
-9.68881e-06,0.08,0.06
-9.68781e-06,0.04,0.06
-9.68681e-06,0.04,0.02
-9.68581e-06,0.04,0.02
-9.68481e-06,0.04,0.02
-9.68381e-06,0.08,0.02
-9.68281e-06,0.08,0.02
-9.68181e-06,0.12,0.02
-9.68081e-06,0.08,0.06
-9.67981e-06,0.08,0.06
-9.67881e-06,0.04,0.06
-9.67781e-06,0,0.02
-9.67681e-06,0,0.02
-9.67581e-06,0,0.02
-9.67481e-06,0.04,-0.02
-9.67381e-06,0.08,-0.02
-9.67281e-06,0.08,0.02
-9.67181e-06,0.12,0.06
-9.67081e-06,0.08,0.06
-9.66981e-06,0.08,0.06
-9.66881e-06,0.04,0.06
-9.66781e-06,0.04,0.06
-9.66681e-06,0,0.02
-9.66581e-06,0,0.02
-9.66481e-06,0.04,0.02
-9.66381e-06,0.08,0.02
-9.66281e-06,0.08,0.06
-9.66181e-06,0.12,0.06
-9.66081e-06,0.12,0.06
-9.65981e-06,0.08,0.06
-9.65881e-06,0.04,0.06
-9.65781e-06,0.04,0.06
-9.65681e-06,0.04,0.02
-9.65581e-06,0.04,0.02
