Model,DPO2012
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,1e+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,PPS board#1,PPS board#2
TIME,CH1,CH2
-1.33886e-05,0.04,0.02
-1.33876e-05,0.08,0.02
-1.33866e-05,0.04,0.06
-1.33856e-05,0.08,0.06
-1.33846e-05,0.04,0.06
-1.33836e-05,0.08,0.06
-1.33826e-05,0.08,0.06
-1.33816e-05,0.08,0.02
-1.33806e-05,0.04,0.06
-1.33796e-05,0.08,0.02
-1.33786e-05,0.04,0.06
-1.33776e-05,0.08,0.02
-1.33766e-05,0.04,0.06
-1.33756e-05,0.08,0.06
-1.33746e-05,0.12,0.06
-1.33736e-05,0.08,0.06
-1.33726e-05,0.04,0.06
-1.33716e-05,0.04,0.02
-1.33706e-05,0.04,0.02
-1.33696e-05,0.04,0.06
-1.33686e-05,0.04,0.06
-1.33676e-05,0.04,0.06
-1.33666e-05,0.04,0.06
-1.33656e-05,0.08,0.06
-1.33646e-05,0.08,0.06
-1.33636e-05,0.08,0.02
-1.33626e-05,0.04,0.02
-1.33616e-05,0.04,0.02
-1.33606e-05,0.04,0.02
-1.33596e-05,0.04,0.02
-1.33586e-05,0.04,0.06
-1.33576e-05,0.04,0.1
-1.33566e-05,0.08,0.1
-1.33556e-05,0.08,0.1
-1.33546e-05,0.08,0.06
-1.33536e-05,0.04,0.02
-1.33526e-05,0.04,-0.02
-1.33516e-05,0.04,-0.02
-1.33506e-05,0.04,-0.02
-1.33496e-05,0.04,0.02
-1.33486e-05,0.04,0.06
-1.33476e-05,0.04,0.1
-1.33466e-05,0.08,0.1
-1.33456e-05,0.12,0.1
-1.33446e-05,0.08,0.06
-1.33436e-05,0.08,0.02
-1.33426e-05,0.04,-0.02
-1.33416e-05,0,-0.06
-1.33406e-05,0,-0.02
-1.33396e-05,0,0.02
-1.33386e-05,0.04,0.06
-1.33376e-05,0.08,0.1
-1.33366e-05,0.08,0.14
-1.33356e-05,0.08,0.1
-1.33346e-05,0.08,0.06
-1.33336e-05,0.08,0.02
-1.33326e-05,0.04,-0.02
-1.33316e-05,0.04,-0.06
-1.33306e-05,0,-0.02
-1.33296e-05,0,-0.02
-1.33286e-05,0,0.06
-1.33276e-05,0.04,0.06
-1.33266e-05,0.04,0.1
-1.33256e-05,0.08,0.1
-1.33246e-05,0.08,0.06
-1.33236e-05,0.08,0.02
-1.33226e-05,0.08,-0.02
-1.33216e-05,0.08,-0.06
-1.33206e-05,0.04,-0.02
-1.33196e-05,0.04,-0.02
-1.33186e-05,0.04,0.02
-1.33176e-05,0.04,0.06
-1.33166e-05,0.08,0.1
-1.33156e-05,0.12,0.06
-1.33146e-05,0.12,0.06
-1.33136e-05,0.12,0.06
-1.33126e-05,0.08,0.02
-1.33116e-05,0.08,0.02
-1.33106e-05,0.04,0.02
-1.33096e-05,0.04,0.02
-1.33086e-05,0.04,0.02
-1.33076e-05,0.04,0.06
-1.33066e-05,0.04,0.06
-1.33056e-05,0.04,0.06
-1.33046e-05,0.08,0.1
-1.33036e-05,0.08,0.06
-1.33026e-05,0.08,0.06
-1.33016e-05,0.08,0.02
-1.33006e-05,0.04,0.02
-1.32996e-05,0.04,0.02
-1.32986e-05,0.04,0.06
-1.32976e-05,0.04,0.02
-1.32966e-05,0.04,0.06
-1.32956e-05,0.04,0.02
-1.32946e-05,0.04,0.06
-1.32936e-05,0.04,0.06
-1.32926e-05,0.04,0.06
-1.32916e-05,0.08,0.06
-1.32906e-05,0.04,0.02
-1.32896e-05,0.08,0.02
-1.32886e-05,0.04,0.02
-1.32876e-05,0.08,0.02
-1.32866e-05,0.08,0.02
-1.32856e-05,0.08,0.02
-1.32846e-05,0.04,0.06
-1.32836e-05,0.04,0.06
-1.32826e-05,0.04,0.06
-1.32816e-05,0.04,0.06
-1.32806e-05,0.04,0.06
-1.32796e-05,0.04,0.06
-1.32786e-05,0.08,0.02
-1.32776e-05,0.08,0.02
-1.32766e-05,0.08,-0.02
-1.32756e-05,0.08,0.02
-1.32746e-05,0.04,0.02
-1.32736e-05,0.04,0.02
-1.32726e-05,0.04,0.06
-1.32716e-05,0.04,0.06
-1.32706e-05,0.08,0.06
-1.32696e-05,0.08,0.06
-1.32686e-05,0.08,0.02
-1.32676e-05,0.08,0.02
-1.32666e-05,0.04,0.02
-1.32656e-05,0.04,0.02
-1.32646e-05,0.04,0.02
-1.32636e-05,0.04,0.02
-1.32626e-05,0.04,0.06
-1.32616e-05,0.04,0.06
-1.32606e-05,0.08,0.06
-1.32596e-05,0.08,0.06
-1.32586e-05,0.08,0.06
-1.32576e-05,0.08,0.02
-1.32566e-05,0.08,0.02
-1.32556e-05,0.04,0.02
-1.32546e-05,0.04,0.02
-1.32536e-05,0.04,0.02
-1.32526e-05,0.04,0.06
-1.32516e-05,0.04,0.06
-1.32506e-05,0.04,0.06
-1.32496e-05,0.04,0.02
-1.32486e-05,0.04,0.02
-1.32476e-05,0.08,0.02
-1.32466e-05,0.04,0.02
-1.32456e-05,0.04,0.02
-1.32446e-05,0.04,0.06
-1.32436e-05,0.04,0.02
-1.32426e-05,0.04,0.06
-1.32416e-05,0.04,0.02
-1.32406e-05,0.04,0.02
-1.32396e-05,0.04,0.02
-1.32386e-05,0.08,0.02
-1.32376e-05,0.08,0.02
-1.32366e-05,0.04,0.06
-1.32356e-05,0.08,0.06
-1.32346e-05,0.08,0.06
-1.32336e-05,0.08,0.06
-1.32326e-05,0.08,0.06
-1.32316e-05,0.08,0.02
-1.32306e-05,0.04,0.02
-1.32296e-05,0.04,0.02
-1.32286e-05,0.04,0.02
-1.32276e-05,0.04,0.02
-1.32266e-05,0.04,0.06
-1.32256e-05,0.08,0.06
-1.32246e-05,0.08,0.1
-1.32236e-05,0.08,0.06
-1.32226e-05,0.08,0.02
-1.32216e-05,0.08,0.02
-1.32206e-05,0.04,0.02
-1.32196e-05,0.04,-0.02
-1.32186e-05,0,0.02
-1.32176e-05,0.04,0.02
-1.32166e-05,0.04,0.02
-1.32156e-05,0.08,0.06
-1.32146e-05,0.08,0.06
-1.32136e-05,0.08,0.06
-1.32126e-05,0.08,0.06
-1.32116e-05,0.08,0.02
-1.32106e-05,0.04,-0.02
-1.32096e-05,0.04,-0.02
-1.32086e-05,0.04,0.02
-1.32076e-05,0.04,0.02
-1.32066e-05,0.04,0.06
-1.32056e-05,0.04,0.02
-1.32046e-05,0.04,0.06
-1.32036e-05,0.08,0.06
-1.32026e-05,0.08,0.02
-1.32016e-05,0.08,0.02
-1.32006e-05,0.08,0.02
-1.31996e-05,0.08,0.02
-1.31986e-05,0.04,0.02
-1.31976e-05,0.04,0.06
-1.31966e-05,0.04,0.06
-1.31956e-05,0.04,0.02
-1.31946e-05,0.04,0.06
-1.31936e-05,0.08,0.02
-1.31926e-05,0.08,0.02
-1.31916e-05,0.08,0.02
-1.31906e-05,0.08,0.02
-1.31896e-05,0.04,0.02
-1.31886e-05,0.04,0.02
-1.31876e-05,0.04,0.02
-1.31866e-05,0.08,0.02
-1.31856e-05,0.08,0.02
-1.31846e-05,0.08,0.02
-1.31836e-05,0.04,0.02
-1.31826e-05,0.04,0.02
-1.31816e-05,0.04,0.02
-1.31806e-05,0.04,0.02
-1.31796e-05,0.04,0.02
-1.31786e-05,0.04,0.06
-1.31776e-05,0.08,0.06
-1.31766e-05,0.08,0.06
-1.31756e-05,0.08,0.02
-1.31746e-05,0.08,0.02
-1.31736e-05,0.08,-0.02
-1.31726e-05,0.08,0.02
-1.31716e-05,0.08,0.02
-1.31706e-05,0.04,0.06
-1.31696e-05,0.04,0.06
-1.31686e-05,0.04,0.1
-1.31676e-05,0.08,0.06
-1.31666e-05,0.04,0.06
-1.31656e-05,0.08,0.02
-1.31646e-05,0.08,0.02
-1.31636e-05,0.08,-0.02
-1.31626e-05,0.04,-0.02
-1.31616e-05,0.04,-0.02
-1.31606e-05,0.04,0.06
-1.31596e-05,0.08,0.06
-1.31586e-05,0.04,0.1
-1.31576e-05,0.08,0.1
-1.31566e-05,0.08,0.1
-1.31556e-05,0.08,0.02
-1.31546e-05,0.04,0.02
-1.31536e-05,0.04,-0.02
-1.31526e-05,0,-0.02
-1.31516e-05,0.04,-0.02
-1.31506e-05,0.04,-0.02
-1.31496e-05,0.04,0.06
-1.31486e-05,0.08,0.1
-1.31476e-05,0.08,0.06
-1.31466e-05,0.12,0.1
-1.31456e-05,0.12,0.06
-1.31446e-05,0.08,0.02
-1.31436e-05,0.08,-0.02
-1.31426e-05,0,-0.02
-1.31416e-05,0,-0.02
-1.31406e-05,0,-0.02
-1.31396e-05,0.04,0.02
-1.31386e-05,0.04,0.06
-1.31376e-05,0.08,0.1
-1.31366e-05,0.12,0.1
-1.31356e-05,0.08,0.06
-1.31346e-05,0.08,0.02
-1.31336e-05,0.04,-0.02
-1.31326e-05,0.04,-0.02
-1.31316e-05,0.04,-0.02
-1.31306e-05,0.04,-0.02
-1.31296e-05,0.04,0.02
-1.31286e-05,0.08,0.06
-1.31276e-05,0.08,0.06
-1.31266e-05,0.08,0.1
-1.31256e-05,0.08,0.1
-1.31246e-05,0.08,0.06
-1.31236e-05,0.08,0.02
-1.31226e-05,0.04,0.02
-1.31216e-05,0,-0.02
-1.31206e-05,0,0.02
-1.31196e-05,0.04,0.02
-1.31186e-05,0.04,0.06
-1.31176e-05,0.08,0.06
-1.31166e-05,0.08,0.1
-1.31156e-05,0.08,0.06
-1.31146e-05,0.08,0.06
-1.31136e-05,0.08,0.02
-1.31126e-05,0.04,0.02
-1.31116e-05,0.04,0.02
-1.31106e-05,0,0.02
-1.31096e-05,0.04,0.02
-1.31086e-05,0.04,0.06
-1.31076e-05,0.08,0.06
-1.31066e-05,0.08,0.06
-1.31056e-05,0.08,0.06
-1.31046e-05,0.08,0.06
-1.31036e-05,0.08,0.02
-1.31026e-05,0.04,0.02
-1.31016e-05,0.04,0.02
-1.31006e-05,0.04,0.02
-1.30996e-05,0.04,0.02
-1.30986e-05,0.04,0.02
-1.30976e-05,0.08,0.06
-1.30966e-05,0.08,0.06
-1.30956e-05,0.08,0.06
-1.30946e-05,0.08,0.06
-1.30936e-05,0.08,0.02
-1.30926e-05,0.04,0.02
-1.30916e-05,0.04,0.02
-1.30906e-05,0.04,0.02
-1.30896e-05,0.08,0.02
-1.30886e-05,0.04,0.02
-1.30876e-05,0.08,0.02
-1.30866e-05,0.04,0.06
-1.30856e-05,0.04,0.06
-1.30846e-05,0.04,0.06
-1.30836e-05,0.04,0.06
-1.30826e-05,0.04,0.06
-1.30816e-05,0.08,0.06
-1.30806e-05,0.04,0.06
-1.30796e-05,0.08,0.06
-1.30786e-05,0.04,0.06
-1.30776e-05,0.08,0.06
-1.30766e-05,0.04,0.06
-1.30756e-05,0.08,0.06
-1.30746e-05,0.04,0.06
-1.30736e-05,0.04,0.02
-1.30726e-05,0.04,0.06
-1.30716e-05,0.04,0.06
-1.30706e-05,0.04,0.06
-1.30696e-05,0.08,0.02
-1.30686e-05,0.04,0.06
-1.30676e-05,0.08,0.02
-1.30666e-05,0.04,0.02
-1.30656e-05,0.04,0.02
-1.30646e-05,0.04,0.02
-1.30636e-05,0.04,0.02
-1.30626e-05,0.04,0.02
-1.30616e-05,0.08,0.02
-1.30606e-05,0.08,0.06
-1.30596e-05,0.12,0.02
-1.30586e-05,0.08,0.02
-1.30576e-05,0.08,0.02
-1.30566e-05,0.04,0.02
-1.30556e-05,0,0.02
-1.30546e-05,0,0.02
-1.30536e-05,0.04,0.02
-1.30526e-05,0.04,0.02
-1.30516e-05,0.04,0.02
-1.30506e-05,0.04,0.06
-1.30496e-05,0.08,0.06
-1.30486e-05,0.08,0.06
-1.30476e-05,0.04,0.02
-1.30466e-05,0.04,0.02
-1.30456e-05,0.04,0.02
-1.30446e-05,0.04,0.02
-1.30436e-05,0.04,0.02
-1.30426e-05,0.04,0.06
-1.30416e-05,0.08,0.06
-1.30406e-05,0.08,0.06
-1.30396e-05,0.12,0.06
-1.30386e-05,0.08,0.06
-1.30376e-05,0.08,0.02
-1.30366e-05,0.04,0.02
-1.30356e-05,0.04,0.02
-1.30346e-05,0.04,0.02
-1.30336e-05,0.04,0.02
-1.30326e-05,0.04,0.06
-1.30316e-05,0.08,0.06
-1.30306e-05,0.08,0.06
-1.30296e-05,0.08,0.06
-1.30286e-05,0.08,0.06
-1.30276e-05,0.08,-0.02
-1.30266e-05,0.04,0.02
-1.30256e-05,0.04,-0.02
-1.30246e-05,0.04,0.02
-1.30236e-05,0.04,0.02
-1.30226e-05,0.04,0.06
-1.30216e-05,0.08,0.06
-1.30206e-05,0.04,0.06
-1.30196e-05,0.08,0.06
-1.30186e-05,0.08,0.02
-1.30176e-05,0.08,0.02
-1.30166e-05,0.04,0.02
-1.30156e-05,0.04,0.02
-1.30146e-05,0.04,0.02
-1.30136e-05,0.04,0.02
-1.30126e-05,0.04,0.02
-1.30116e-05,0.04,0.06
-1.30106e-05,0.04,0.06
-1.30096e-05,0.08,0.06
-1.30086e-05,0.08,0.06
-1.30076e-05,0.08,0.06
-1.30066e-05,0.08,0.06
-1.30056e-05,0.08,0.02
-1.30046e-05,0.04,0.06
-1.30036e-05,0.04,0.06
-1.30026e-05,0.04,0.06
-1.30016e-05,0.04,0.06
-1.30006e-05,0.04,0.06
-1.29996e-05,0.08,0.06
-1.29986e-05,0.08,0.06
-1.29976e-05,0.08,0.02
-1.29966e-05,0.08,0.06
-1.29956e-05,0.08,0.02
-1.29946e-05,0.08,0.02
-1.29936e-05,0.04,0.02
-1.29926e-05,0.04,0.02
-1.29916e-05,0.04,0.02
-1.29906e-05,0.04,0.06
-1.29896e-05,0.04,0.06
-1.29886e-05,0.08,0.1
-1.29876e-05,0.08,0.06
-1.29866e-05,0.08,0.06
-1.29856e-05,0.08,0.02
-1.29846e-05,0.08,0.02
-1.29836e-05,0.08,0.02
-1.29826e-05,0.04,-0.02
-1.29816e-05,0.04,-0.02
-1.29806e-05,0.04,0.02
-1.29796e-05,0.04,0.02
-1.29786e-05,0.04,0.06
-1.29776e-05,0.08,0.06
-1.29766e-05,0.08,0.1
-1.29756e-05,0.08,0.02
-1.29746e-05,0.08,0.02
-1.29736e-05,0.08,0.02
-1.29726e-05,0.04,-0.02
-1.29716e-05,0.04,-0.02
-1.29706e-05,0.04,0.02
-1.29696e-05,0.04,0.02
-1.29686e-05,0.04,0.1
-1.29676e-05,0.08,0.1
-1.29666e-05,0.08,0.1
-1.29656e-05,0.08,0.1
-1.29646e-05,0.04,0.02
-1.29636e-05,0.04,-0.02
-1.29626e-05,0.04,-0.02
-1.29616e-05,0.04,-0.02
-1.29606e-05,0.04,-0.02
-1.29596e-05,0.08,0.02
-1.29586e-05,0.04,0.06
-1.29576e-05,0.08,0.06
-1.29566e-05,0.08,0.1
-1.29556e-05,0.08,0.06
-1.29546e-05,0.04,0.02
-1.29536e-05,0.04,-0.02
-1.29526e-05,0.04,-0.02
-1.29516e-05,0.04,-0.02
-1.29506e-05,0.04,-0.02
-1.29496e-05,0.04,0.02
-1.29486e-05,0.08,0.06
-1.29476e-05,0.08,0.1
-1.29466e-05,0.08,0.1
-1.29456e-05,0.08,0.06
-1.29446e-05,0.08,0.02
-1.29436e-05,0.08,0.02
-1.29426e-05,0.08,-0.02
-1.29416e-05,0.08,-0.02
-1.29406e-05,0.08,0.02
-1.29396e-05,0.08,0.02
-1.29386e-05,0.08,0.06
-1.29376e-05,0.08,0.06
-1.29366e-05,0.08,0.06
-1.29356e-05,0.08,0.02
-1.29346e-05,0.08,0.02
-1.29336e-05,0.04,0.02
-1.29326e-05,0.04,0.02
-1.29316e-05,0.04,0.02
-1.29306e-05,0.08,0.06
-1.29296e-05,0.08,0.06
-1.29286e-05,0.12,0.06
-1.29276e-05,0.12,0.06
-1.29266e-05,0.08,0.06
-1.29256e-05,0.08,0.06
-1.29246e-05,0.04,0.02
-1.29236e-05,0.04,0.02
-1.29226e-05,0.04,0.06
-1.29216e-05,0.08,0.06
-1.29206e-05,0.08,0.06
-1.29196e-05,0.08,0.06
-1.29186e-05,0.08,0.06
-1.29176e-05,0.12,0.06
-1.29166e-05,0.08,0.02
-1.29156e-05,0.04,-0.02
-1.29146e-05,0.04,-0.02
-1.29136e-05,0.04,0.02
-1.29126e-05,0.04,0.06
-1.29116e-05,0.04,0.06
-1.29106e-05,0.04,0.14
-1.29096e-05,0.08,0.06
-1.29086e-05,0.12,0.06
-1.29076e-05,0.08,0.02
-1.29066e-05,0.04,0.02
-1.29056e-05,0.04,-0.02
-1.29046e-05,0,0.02
-1.29036e-05,0,-0.02
-1.29026e-05,0,0.02
-1.29016e-05,0.04,0.06
-1.29006e-05,0.04,0.1
-1.28996e-05,0.12,0.06
-1.28986e-05,0.12,0.06
-1.28976e-05,0.12,0.02
-1.28966e-05,0.08,-0.02
-1.28956e-05,0.04,-0.02
-1.28946e-05,0,0.02
-1.28936e-05,0,0.02
-1.28926e-05,0,0.06
-1.28916e-05,0.04,0.06
-1.28906e-05,0.04,0.1
-1.28896e-05,0.04,0.1
-1.28886e-05,0.08,0.06
-1.28876e-05,0.08,0.02
-1.28866e-05,0.08,0.02
-1.28856e-05,0.08,-0.02
-1.28846e-05,0.04,-0.02
-1.28836e-05,0.04,-0.02
-1.28826e-05,0.04,0.06
-1.28816e-05,0.04,0.06
-1.28806e-05,0.04,0.06
-1.28796e-05,0.08,0.06
-1.28786e-05,0.08,0.06
-1.28776e-05,0.08,0.02
-1.28766e-05,0.08,0.02
-1.28756e-05,0.08,0.02
-1.28746e-05,0.04,0.02
-1.28736e-05,0.08,0.02
-1.28726e-05,0.04,0.02
-1.28716e-05,0.04,0.02
-1.28706e-05,0.04,0.02
-1.28696e-05,0.08,0.02
-1.28686e-05,0.08,0.02
-1.28676e-05,0.08,0.02
-1.28666e-05,0.04,0.02
-1.28656e-05,0.04,0.02
-1.28646e-05,0.04,0.02
-1.28636e-05,0.04,0.02
-1.28626e-05,0.04,0.02
-1.28616e-05,0.04,0.06
-1.28606e-05,0.04,0.06
-1.28596e-05,0.04,0.02
-1.28586e-05,0.08,0.02
-1.28576e-05,0.08,0.02
-1.28566e-05,0.08,0.02
-1.28556e-05,0.08,0.02
-1.28546e-05,0.04,0.02
-1.28536e-05,0.08,0.02
-1.28526e-05,0.04,0.06
-1.28516e-05,0.08,0.02
-1.28506e-05,0.08,0.06
-1.28496e-05,0.08,0.02
-1.28486e-05,0.04,0.02
-1.28476e-05,0.04,-0.02
-1.28466e-05,0.04,0.02
-1.28456e-05,0.04,0.02
-1.28446e-05,0.04,0.06
-1.28436e-05,0.04,0.06
-1.28426e-05,0.04,0.06
-1.28416e-05,0.08,0.06
-1.28406e-05,0.04,0.02
-1.28396e-05,0.04,0.02
-1.28386e-05,0.04,0.02
-1.28376e-05,0.04,0.02
-1.28366e-05,0.04,0.02
-1.28356e-05,0.04,0.02
-1.28346e-05,0.04,0.02
-1.28336e-05,0.04,0.06
-1.28326e-05,0.08,0.06
-1.28316e-05,0.08,0.06
-1.28306e-05,0.08,0.06
-1.28296e-05,0.08,0.02
-1.28286e-05,0.04,0.02
-1.28276e-05,0.08,0.02
-1.28266e-05,0.04,0.02
-1.28256e-05,0.04,0.02
-1.28246e-05,0.04,0.02
-1.28236e-05,0.04,0.02
-1.28226e-05,0.04,0.06
-1.28216e-05,0.08,0.06
-1.28206e-05,0.08,0.06
-1.28196e-05,0.08,0.06
-1.28186e-05,0.12,0.06
-1.28176e-05,0.12,0.02
-1.28166e-05,0.08,0.02
-1.28156e-05,0.08,0.02
-1.28146e-05,0.04,0.02
-1.28136e-05,0.08,0.02
-1.28126e-05,0.04,0.06
-1.28116e-05,0.08,0.06
-1.28106e-05,0.04,0.1
-1.28096e-05,0.08,0.06
-1.28086e-05,0.08,0.06
-1.28076e-05,0.08,0.06
-1.28066e-05,0.04,0.02
-1.28056e-05,0.08,0.02
-1.28046e-05,0.04,-0.02
-1.28036e-05,0.04,-0.02
-1.28026e-05,0,0.02
-1.28016e-05,0.04,0.02
-1.28006e-05,0.04,0.06
-1.27996e-05,0.08,0.1
-1.27986e-05,0.04,0.1
-1.27976e-05,0.08,0.06
-1.27966e-05,0.08,0.02
-1.27956e-05,0.08,-0.02
-1.27946e-05,0.04,-0.02
-1.27936e-05,0.04,-0.02
-1.27926e-05,0.04,0.02
-1.27916e-05,0.04,0.02
-1.27906e-05,0.04,0.06
-1.27896e-05,0.08,0.06
-1.27886e-05,0.04,0.1
-1.27876e-05,0.08,0.06
-1.27866e-05,0.08,0.06
-1.27856e-05,0.08,0.02
-1.27846e-05,0.08,-0.02
-1.27836e-05,0.08,-0.02
-1.27826e-05,0.08,-0.02
-1.27816e-05,0.04,-0.02
-1.27806e-05,0.04,0.06
-1.27796e-05,0.08,0.06
-1.27786e-05,0.08,0.1
-1.27776e-05,0.08,0.1
-1.27766e-05,0.08,0.06
-1.27756e-05,0.08,0.02
-1.27746e-05,0.08,0.02
-1.27736e-05,0.08,0.02
-1.27726e-05,0.08,0.02
-1.27716e-05,0.04,0.02
-1.27706e-05,0.04,0.06
-1.27696e-05,0.08,0.06
-1.27686e-05,0.04,0.06
-1.27676e-05,0.08,0.06
-1.27666e-05,0.08,0.06
-1.27656e-05,0.08,0.06
-1.27646e-05,0.08,0.02
-1.27636e-05,0.08,-0.02
-1.27626e-05,0.08,0.02
-1.27616e-05,0.08,0.02
-1.27606e-05,0.04,0.06
-1.27596e-05,0.08,0.02
-1.27586e-05,0.04,0.06
-1.27576e-05,0.04,0.02
-1.27566e-05,0.04,0.06
-1.27556e-05,0.04,0.02
-1.27546e-05,0.04,0.06
-1.27536e-05,0.08,0.02
-1.27526e-05,0.08,0.02
-1.27516e-05,0.08,0.02
-1.27506e-05,0.08,0.02
-1.27496e-05,0.12,0.02
-1.27486e-05,0.08,0.06
-1.27476e-05,0.08,0.02
-1.27466e-05,0.04,0.06
-1.27456e-05,0.08,0.06
-1.27446e-05,0.04,0.06
-1.27436e-05,0.08,0.02
-1.27426e-05,0.08,0.06
-1.27416e-05,0.08,0.06
-1.27406e-05,0.08,0.06
-1.27396e-05,0.08,0.02
-1.27386e-05,0.08,0.02
-1.27376e-05,0.08,0.02
-1.27366e-05,0.04,0.02
-1.27356e-05,0.04,0.02
-1.27346e-05,0.04,0.02
-1.27336e-05,0.08,0.06
-1.27326e-05,0.04,0.06
-1.27316e-05,0.08,0.06
-1.27306e-05,0.08,0.06
-1.27296e-05,0.12,0.02
-1.27286e-05,0.08,0.02
-1.27276e-05,0.08,-0.02
-1.27266e-05,0.04,0.02
-1.27256e-05,0,-0.02
-1.27246e-05,0,0.02
-1.27236e-05,0,0.02
-1.27226e-05,0.04,0.06
-1.27216e-05,0.12,0.06
-1.27206e-05,0.12,0.06
-1.27196e-05,0.12,0.06
-1.27186e-05,0.08,0.02
-1.27176e-05,0.08,0.02
-1.27166e-05,0.04,0.02
-1.27156e-05,0.04,-0.02
-1.27146e-05,0.04,0.02
-1.27136e-05,0.04,0.02
-1.27126e-05,0.04,0.06
-1.27116e-05,0.08,0.06
-1.27106e-05,0.08,0.1
-1.27096e-05,0.12,0.06
-1.27086e-05,0.12,0.06
-1.27076e-05,0.12,0.02
-1.27066e-05,0.08,0.02
-1.27056e-05,0.04,-0.02
-1.27046e-05,0,0.02
-1.27036e-05,0.04,0.02
-1.27026e-05,0.04,0.06
-1.27016e-05,0.04,0.06
-1.27006e-05,0.04,0.1
-1.26996e-05,0.08,0.06
-1.26986e-05,0.08,0.06
-1.26976e-05,0.12,0.02
-1.26966e-05,0.08,0.02
-1.26956e-05,0.08,-0.02
-1.26946e-05,0.04,0.02
-1.26936e-05,0.08,0.02
-1.26926e-05,0.04,0.06
-1.26916e-05,0.04,0.06
-1.26906e-05,0.04,0.06
-1.26896e-05,0.08,0.06
-1.26886e-05,0.08,0.02
-1.26876e-05,0.08,0.02
-1.26866e-05,0.08,0.02
-1.26856e-05,0.08,0.02
-1.26846e-05,0.08,0.02
-1.26836e-05,0.08,0.02
-1.26826e-05,0.04,0.06
-1.26816e-05,0.04,0.02
-1.26806e-05,0.04,0.06
-1.26796e-05,0.08,0.06
-1.26786e-05,0.08,0.06
-1.26776e-05,0.08,0.02
-1.26766e-05,0.08,0.02
-1.26756e-05,0.08,0.02
-1.26746e-05,0.04,0.02
-1.26736e-05,0.08,0.02
-1.26726e-05,0.04,0.06
-1.26716e-05,0.08,0.06
-1.26706e-05,0.04,0.06
-1.26696e-05,0.08,0.06
-1.26686e-05,0.04,0.06
-1.26676e-05,0.04,0.02
-1.26666e-05,0.04,0.02
-1.26656e-05,0.04,0.02
-1.26646e-05,0.04,0.06
-1.26636e-05,0.08,0.06
-1.26626e-05,0.08,0.06
-1.26616e-05,0.08,0.06
-1.26606e-05,0.08,0.06
-1.26596e-05,0.08,0.02
-1.26586e-05,0,0.02
-1.26576e-05,0.04,0.02
-1.26566e-05,0,0.02
-1.26556e-05,0.04,0.02
-1.26546e-05,0.08,0.06
-1.26536e-05,0.08,0.06
-1.26526e-05,0.08,0.1
-1.26516e-05,0.08,0.06
-1.26506e-05,0.08,0.06
-1.26496e-05,0.04,0.02
-1.26486e-05,0.04,-0.02
-1.26476e-05,0.04,-0.02
-1.26466e-05,0.04,0.02
-1.26456e-05,0.04,0.02
-1.26446e-05,0.08,0.06
-1.26436e-05,0.08,0.06
-1.26426e-05,0.08,0.1
-1.26416e-05,0.12,0.06
-1.26406e-05,0.08,0.06
-1.26396e-05,0.08,0.02
-1.26386e-05,0.08,0.02
-1.26376e-05,0.04,-0.06
-1.26366e-05,0,-0.02
-1.26356e-05,0.04,-0.02
-1.26346e-05,0.04,0.02
-1.26336e-05,0.08,0.06
-1.26326e-05,0.12,0.1
-1.26316e-05,0.12,0.1
-1.26306e-05,0.12,0.06
-1.26296e-05,0.12,0.02
-1.26286e-05,0.08,0.02
-1.26276e-05,0.04,-0.02
-1.26266e-05,0,-0.02
-1.26256e-05,0,-0.02
-1.26246e-05,0,0.02
-1.26236e-05,0.04,0.02
-1.26226e-05,0.08,0.1
-1.26216e-05,0.12,0.06
-1.26206e-05,0.08,0.06
-1.26196e-05,0.12,0.06
-1.26186e-05,0.08,0.02
-1.26176e-05,0.04,0.02
-1.26166e-05,0,0.02
-1.26156e-05,0.04,0.02
-1.26146e-05,0,0.02
-1.26136e-05,0.04,0.06
-1.26126e-05,0.04,0.06
-1.26116e-05,0.08,0.06
-1.26106e-05,0.08,0.1
-1.26096e-05,0.08,0.06
-1.26086e-05,0.08,0.06
-1.26076e-05,0.08,0.02
-1.26066e-05,0.04,0.02
-1.26056e-05,0.04,0.02
-1.26046e-05,0.04,0.02
-1.26036e-05,0.04,0.02
-1.26026e-05,0.04,0.02
-1.26016e-05,0.04,0.02
-1.26006e-05,0.04,0.06
-1.25996e-05,0.08,0.06
-1.25986e-05,0.08,0.1
-1.25976e-05,0.08,0.06
-1.25966e-05,0.08,0.06
-1.25956e-05,0.08,0.02
-1.25946e-05,0.04,0.02
-1.25936e-05,0.04,-0.02
-1.25926e-05,0.04,0.02
-1.25916e-05,0.04,0.02
-1.25906e-05,0,0.06
-1.25896e-05,0.04,0.06
-1.25886e-05,0.04,0.1
-1.25876e-05,0.08,0.06
-1.25866e-05,0.08,0.06
-1.25856e-05,0.08,0.06
-1.25846e-05,0.04,0.02
-1.25836e-05,0.04,-0.02
-1.25826e-05,0,-0.02
-1.25816e-05,0.04,-0.02
-1.25806e-05,0,0.02
-1.25796e-05,0.04,0.02
-1.25786e-05,0.04,0.1
